model_no	func_type	model
3721	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 281474965307391, 2004811776, 87381, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3722	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1932751731, 2004811776, 253697823, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3723	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 264913582882801, 2004811776, 16977679, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3724	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153202976147636223, 2004811776, 257888127, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3725	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148949876147582325, 2004811776, 260046847, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3726	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 2004186999, 2004811776, 7, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3727	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472398664971907120, 2004811776, 536821759, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3728	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 272631639111671, 2004811776, 327701, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3729	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5787213827062912336, 2004811776, 524287, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3730	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689348818030297087, 2004811776, 1431655807, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3731	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8102240095352975600, 2004811776, 335492095, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3732	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8575134070122544896, 2004811776, 3604599, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3733	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3472398664971874416, 2004811776, 286331699, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3734	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8093233448262565887, 2004811776, 252649471, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3735	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1153201880877301504, 2004811776, 859255615, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3736	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 56294404797235, 2004811776, 14143, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3737	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914694090784631, 2004811776, 100599807, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3738	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152939166859808848, 2004811776, 252674047, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3739	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152974285459947519, 2004811776, 2147483647, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3740	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 52982716592176, 2004811776, 939474943, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3741	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1157706575722381311, 2004811776, 1432311647, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3742	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4294049791, 2004811776, 5701751, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3743	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1229818123192054579, 2004811776, 5701727, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3744	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8301109603395960831, 2004811776, 926891839, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3745	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914693964953591, 2004811776, 930611199, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3746	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 280377344196352, 2004811776, 863974399, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3747	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1157443864937632016, 2004811776, 22413311, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3748	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 93824920671573, 2004811776, 16719871, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3749	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1225068160518280533, 2004811776, 939489279, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3750	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 8431018879899205376, 2004811776, 21, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3751	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6148914693956696055, 2004811776, 1431664511, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3752	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 63317, 2004811776, 859255807, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3753	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6124988953139369301, 2004811776, 327687, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3754	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1157481398656840499, 2004811776, 85263701, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3755	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5836946589185605631, 2004811776, 5576021, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3756	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6129492920706793471, 2004811776, 255790975, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3757	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1929410304, 2004811776, 252649279, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3758	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3675217675543445248, 2004811776, 1376341, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3759	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 2004090879, 2004811776, 17170431, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3760	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 3689419458364012403, 2004811776, 30591, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3761	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 4294311927, 2004811776, 33489919, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3762	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 13105, 2004811776, 5570687, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3763	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6149093499315027967, 2004811776, 926941183, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3764	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 18764712116223, 2004811776, 8031, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3765	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1152974488128729136, 2004811776, 1114385, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3766	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6147694963473907711, 2004811776, 926365559, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3767	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 1157477953806794751, 2004811776, 5767167, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3768	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 6125024137510418176, 2004811776, 1065353215, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3769	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 5764888995074998271, 2004811776, 1432311167, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
3770	all_scNCF	[2, 128, 128, 2048, 1, 6284705383369299797771805188041356836656433150736908590274220468143620192094302527268528549705478017412484330379520550794424058756960646453860510294081536, 127, 8352, 2184, 1, 2, 2, 42, 123488899756112, 2004811776, 196627, 170135991203223569244594417953325121536, 127, 2, 16, 1, 1, 223, 1, 1, 1]
